,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,3WT,CFP
242,RV,<,NR,Syracuse,ACC,4-0,25,RV,W 51-21 H Connecticut,Week 4Sep 23[5],2018,--,
243,RV,<,17,TCU,Big 12,2-2,24,RV,L 31-16 A Texas,Week 4Sep 23[5],2018,-11,
244,RV,<,NR,Cincinnati,AAC,4-0,10,RV,W 34-30 H Ohio,Week 4Sep 23[5],2018,--,
245,RV,<,NR,North Texas,CUSA,4-0,10,RV,W 47-7 A Liberty,Week 4Sep 23[5],2018,--,
246,RV,<,NR,Utah,Pac-12,2-1,9,RV,DNP,Week 4Sep 23[5],2018,--,
247,RV,<,NR,Mississippi,SEC,3-1,7,NR,W 38-17 H Kent State,Week 4Sep 23[5],2018,--,
248,RV,<,NR,Missouri,SEC,3-1,7,RV,L 43-29 H #2 Georgia,Week 4Sep 23[5],2018,--,
249,RV,<,NR,Buffalo,MAC,4-0,6,RV,W 42-13 A Rutgers,Week 4Sep 23[5],2018,--,
250,RV,<,NR,Maryland,Big Ten,3-1,6,RV,W 42-13 H Minnesota,Week 4Sep 23[5],2018,--,
251,RV,<,NR,San Diego State,MWC,3-1,5,RV,W 23-20 (1OT) H Eastern Michigan,Week 4Sep 23[5],2018,--,
252,RV,<,NR,Arizona State,Pac-12,2-2,4,RV,L 27-20 A #10 Washington,Week 4Sep 23[5],2018,-3,
253,NR,<,23,Boston College,ACC,3-1,0,RV,L 30-13 A Purdue,Week 4Sep 23[5],2018,--,
254,NR,<,NR,Appalachian State,Sun Belt,2-1,0,RV,W 72-7 H Gardner-Webb,Week 4Sep 23[5],2018,--,
255,NR,<,NR,Arkansas State,Sun Belt,3-1,0,RV,W 27-20 H UNLV,Week 4Sep 23[5],2018,--,
256,NR,<,NR,Army,Ind,2-2,0,RV,L 28-21 (1OT) A #5 Oklahoma,Week 4Sep 23[5],2018,--,
257,NR,<,NR,Troy,Sun Belt,3-1,0,RV,W 35-27 A Louisiana-Monroe,Week 4Sep 23[5],2018,--,
258,NR,<,NR,USC,Pac-12,2-2,0,RV,W 39-36 H Washington State,Week 4Sep 23[5],2018,-4,
259,NR,<,NR,Virginia,ACC,3-1,0,RV,W 27-3 H Louisville,Week 4Sep 23[5],2018,--,
260,NR,<,NR,Washington State,Pac-12,3-1,0,RV,L 39-36 A USC,Week 4Sep 23[5],2018,--,
261,1,<,1,Alabama (58),SEC,5-0,1497,*1,W 56-14 H Louisiana,Week 5Sep 30[6],2018,0,
262,2,<,2,Georgia,SEC,5-0,1405,2,W 38-12 H Tennessee,Week 5Sep 30[6],2018,0,
263,3,<,4,Ohio State (1),Big Ten,5-0,1395,*3,W 27-26 A #9 Penn State,Week 5Sep 30[6],2018,+1,
264,4,<,3,Clemson (1),ACC,5-0,1278,*4,W 27-23 H Syracuse,Week 5Sep 30[6],2018,-1,
265,5,<,5,LSU,SEC,5-0,1233,6,W 45-16 H Mississippi,Week 5Sep 30[6],2018,+1,
266,6,<,8,Notre Dame,Ind,5-0,1216,7,W 38-17 H #7 Stanford,Week 5Sep 30[6],2018,+2,
267,7,<,6,Oklahoma,Big 12,5-0,1193,5,W 66-33 H Baylor,Week 5Sep 30[6],2018,-2,
268,8,<,10,Auburn,SEC,4-1,1002,9,W 24-13 H Southern Miss,Week 5Sep 30[6],2018,+1,
269,9,<,12,West Virginia,Big 12,4-0,998,8,W 42-34 A #25 Texas Tech,Week 5Sep 30[6],2018,+3,
270,10,<,11,Washington,Pac-12,4-1,978,10,W 35-7 H #20 BYU,Week 5Sep 30[6],2018,0,
271,11,<,9,Penn State,Big Ten,4-1,920,11,L 27-26 H #4 Ohio State,Week 5Sep 30[6],2018,-1,
272,12,<,13,UCF,AAC,4-0,759,13,W 45-14 H Pittsburgh,Week 5Sep 30[6],2018,+4,
273,13,<,17,Kentucky,SEC,5-0,707,15,W 24-10 H South Carolina,Week 5Sep 30[6],2018,+13,
274,14,<,7,Stanford,Pac-12,4-1,700,14,L 38-17 A #8 Notre Dame,Week 5Sep 30[6],2018,-7,
275,15,<,14,Michigan,Big Ten,4-1,687,16,W 20-17 A Northwestern,Week 5Sep 30[6],2018,+4,
276,16,<,15,Wisconsin,Big Ten,3-1,642,12,DNP,Week 5Sep 30[6],2018,+2,
277,17,<,16,Miami (FL),ACC,4-1,600,17,W 47-10 H North Carolina,Week 5Sep 30[6],2018,+4,
278,18,<,19,Oregon,Pac-12,4-1,462,18,W 42-24 A #24 California,Week 5Sep 30[6],2018,+2,
279,19,<,18,Texas,Big 12,4-1,403,20,W 19-14 A Kansas State,Week 5Sep 30[6],2018,+7,
280,20,<,21,Michigan State,Big Ten,3-1,281,19,W 31-20 H Central Michigan,Week 5Sep 30[6],2018,+4,
281,21,<,NR,Colorado,Pac-12,4-0,225,22,W 38-16 H UCLA,Week 5Sep 30[6],2018,--,
282,22,<,NR,Florida,SEC,4-1,210,RV,W 13-6 A #23 Mississippi State,Week 5Sep 30[6],2018,+4,
283,23,<,NR,NC State,ACC,4-0,118,25,W 35-21 H Virginia,Week 5Sep 30[6],2018,+3,
284,24,<,NR,Virginia Tech,ACC,3-1,89,23,W 31-14 A #22 Duke,Week 5Sep 30[6],2018,-11,
285,25,<,NR,Oklahoma State,Big 12,4-1,88,21,W 48-28 A Kansas,Week 5Sep 30[6],2018,-10,
286,RV,<,NR,Boise State,MWC,3-1,86,24,W 34-14 A Wyoming,Week 5Sep 30[6],2018,--,
287,RV,<,NR,South Florida,AAC,4-0,83,RV,DNP,Week 5Sep 30[6],2018,--,
288,RV,<,NR,Syracuse,ACC,4-1,74,RV,L 27-23 A #3 Clemson,Week 5Sep 30[6],2018,--,
289,RV,<,NR,Cincinnati,AAC,5-0,35,RV,W 49-7 A Connecticut,Week 5Sep 30[6],2018,--,
290,RV,<,NR,Iowa,Big Ten,3-1,34,RV,DNP,Week 5Sep 30[6],2018,--,
291,RV,<,NR,Texas A&M,SEC,3-2,31,RV,W 24-17 N Arkansas,Week 5Sep 30[6],2018,-4,
292,RV,<,NR,Washington State,Pac-12,4-1,14,RV,W 28-24 H Utah,Week 5Sep 30[6],2018,--,
293,RV,<,NR,TCU,Big 12,3-2,13,RV,W 17-14 H Iowa State,Week 5Sep 30[6],2018,-9,
294,RV,<,24,California,Pac-12,3-1,10,RV,L 42-24 H #19 Oregon,Week 5Sep 30[6],2018,--,
295,RV,<,NR,Maryland,Big Ten,3-1,10,RV,DNP,Week 5Sep 30[6],2018,--,
296,RV,<,NR,Missouri,SEC,3-1,8,RV,DNP,Week 5Sep 30[6],2018,--,
297,RV,<,20,BYU,Ind,3-2,3,RV,L 35-7 A #11 Washington,Week 5Sep 30[6],2018,-1,
298,RV,<,23,Mississippi State,SEC,3-2,3,RV,L 13-6 H Florida,Week 5Sep 30[6],2018,-12,
299,RV,<,NR,Boston College,ACC,4-1,3,RV,W 45-35 H Temple,Week 5Sep 30[6],2018,-3,
300,RV,<,NR,Appalachian State,Sun Belt,3-1,2,RV,W 52-7 H South Alabama,Week 5Sep 30[6],2018,--,
301,RV,<,NR,Arizona State,Pac-12,3-2,2,RV,W 52-24 H Oregon State,Week 5Sep 30[6],2018,--,
302,RV,<,22,Duke,ACC,4-1,1,RV,L 31-14 H Virginia Tech,Week 5Sep 30[6],2018,--,
303,RV,<,NR,Hawaii,MWC,5-1,1,NR,W 44-41 (5OT) A San Jose State,Week 5Sep 30[6],2018,--,
304,RV,<,NR,San Diego State,MWC,3-1,1,RV,DNP,Week 5Sep 30[6],2018,--,
305,NR,<,25,Texas Tech,Big 12,3-2,0,RV,L 42-34 H #12 West Virginia,Week 5Sep 30[6],2018,--,
306,NR,<,NR,Army,Ind,3-2,0,NR,W 42-13 A Buffalo,Week 5Sep 30[6],2018,--,
307,NR,<,NR,Fresno State,MWC,3-1,0,NR,W 49-27 H Toledo,Week 5Sep 30[6],2018,--,
308,NR,<,NR,Louisiana Tech,CUSA,3-1,0,NR,W 29-27 A North Texas,Week 5Sep 30[6],2018,--,
309,NR,<,NR,South Carolina,SEC,2-2,0,NR,L 24-10 A #17 Kentucky,Week 5Sep 30[6],2018,--,
310,NR,<,NR,Troy,Sun Belt,4-1,0,NR,W 45-21 H Coastal Carolina,Week 5Sep 30[6],2018,--,
311,NR,<,NR,USC,Pac-12,3-2,0,RV,W 24-20 A Arizona,Week 5Sep 30[6],2018,--,
312,1,<,1,Alabama (59),SEC,6-0,1522,1,W 65-31 A Arkansas,Week 6Oct 7[7],2018,0,
313,2,<,2,Georgia,SEC,6-0,1426,2,W 41-13 H Vanderbilt,Week 6Oct 7[7],2018,0,
314,3,<,3,Ohio State (1),Big Ten,6-0,1420,3,W 49-26 H Indiana,Week 6Oct 7[7],2018,+1,
315,4,<,4,Clemson (1),ACC,6-0,1331,4,W 63-3 A Wake Forest,Week 6Oct 7[7],2018,-1,
316,5,<,6,Notre Dame,Ind,6-0,1315,5,W 45-23 A #24 Virginia Tech,Week 6Oct 7[7],2018,+3,
317,6,<,9,West Virginia,Big 12,5-0,1174,6,W 38-22 H Kansas,Week 6Oct 7[7],2018,+6,
318,7,<,10,Washington,Pac-12,5-1,1098,7,W 31-24 A UCLA,Week 6Oct 7[7],2018,+4,
319,8,<,11,Penn State,Big Ten,4-1,1097,8,DNP,Week 6Oct 7[7],2018,+1,
320,9,<,19,Texas,Big 12,5-1,956,14,W 48-45 N #7 Oklahoma,Week 6Oct 7[7],2018,+9,
321,10,<,12,UCF,AAC,5-0,917,9,W 48-20 H SMU,Week 6Oct 7[7],2018,+3,
322,11,<,7,Oklahoma,Big 12,5-1,879,11,L 48-45 N #19 Texas,Week 6Oct 7[7],2018,-5,
323,12,<,15,Michigan,Big Ten,5-1,875,13,W 42-21 H Maryland,Week 6Oct 7[7],2018,+2,
324,13,<,5,LSU,SEC,5-1,794,12,L 27-19 A #22 Florida,Week 6Oct 7[7],2018,-8,
325,14,<,22,Florida,SEC,5-1,719,16,W 27-19 H #5 LSU,Week 6Oct 7[7],2018,+12,
326,15,<,16,Wisconsin,Big Ten,4-1,710,10,W 41-24 H Nebraska,Week 6Oct 7[7],2018,0,
327,16,<,17,Miami (FL),ACC,5-1,591,15,W 28-27 H Florida State,Week 6Oct 7[7],2018,0,
328,17,<,18,Oregon,Pac-12,4-1,505,17,DNP,Week 6Oct 7[7],2018,+2,
329,18,<,13,Kentucky,SEC,5-1,485,20,L 20-14 (1OT) A Texas A&M,Week 6Oct 7[7],2018,-1,
330,19,<,21,Colorado,Pac-12,5-0,419,18,W 28-21 H Arizona State,Week 6Oct 7[7],2018,+7,
331,20,<,23,NC State,ACC,5-0,342,19,W 28-23 H Boston College,Week 6Oct 7[7],2018,+6,
332,21,<,8,Auburn,SEC,4-2,335,21,L 23-9 A Mississippi State,Week 6Oct 7[7],2018,-11,
333,22,<,NR,Texas A&M,SEC,4-2,257,22,W 20-14 H #13 Kentucky,Week 6Oct 7[7],2018,+4,
334,23,<,NR,South Florida,AAC,5-0,144,23,W 58-42 A Massachusetts,Week 6Oct 7[7],2018,+3,
335,24,<,NR,Mississippi State,SEC,4-2,136,RV,W 23-9 H #8 Auburn,Week 6Oct 7[7],2018,-1,
336,25,<,NR,Cincinnati,AAC,6-0,114,25,W 37-21 H Tulane,Week 6Oct 7[7],2018,+1,
337,RV,<,NR,Iowa,Big Ten,4-1,87,RV,W 48-31 A Minnesota,Week 6Oct 7[7],2018,--,
338,RV,<,14,Stanford,Pac-12,4-2,59,24,L 40-21 H Utah,Week 6Oct 7[7],2018,-19,
339,RV,<,NR,Washington State,Pac-12,5-1,46,RV,W 56-37 A Oregon State,Week 6Oct 7[7],2018,--,
340,RV,<,NR,San Diego State,MWC,4-1,24,RV,W 19-13 A Boise State,Week 6Oct 7[7],2018,--,
341,RV,<,NR,TCU,Big 12,3-2,20,RV,DNP,Week 6Oct 7[7],2018,--,
342,RV,<,NR,Appalachian State,Sun Belt,3-1,11,RV,DNP,Week 6Oct 7[7],2018,--,
343,RV,<,NR,Utah,Pac-12,3-2,9,RV,W 40-21 A #14 Stanford,Week 6Oct 7[7],2018,--,
344,RV,<,NR,Utah State,MWC,4-1,5,RV,W 45-20 A BYU,Week 6Oct 7[7],2018,--,
345,RV,<,NR,South Carolina,SEC,3-2,2,RV,W 37-35 H Missouri,Week 6Oct 7[7],2018,--,
346,RV,<,NR,Hawaii,MWC,6-1,1,RV,W 17-13 H Wyoming,Week 6Oct 7[7],2018,--,
347,NR,<,20,Michigan State,Big Ten,3-2,0,RV,L 29-19 H Northwestern,Week 6Oct 7[7],2018,-5,
348,NR,<,24,Virginia Tech,ACC,3-2,0,RV,L 45-23 H #6 Notre Dame,Week 6Oct 7[7],2018,--,
349,NR,<,25,Oklahoma State,Big 12,4-2,0,NR,L 48-42 H Iowa State,Week 6Oct 7[7],2018,--,
350,NR,<,NR,Army,Ind,3-2,0,NR,DNP,Week 6Oct 7[7],2018,--,
351,NR,<,NR,Boise State,MWC,3-2,0,NR,L 19-13 H San Diego State,Week 6Oct 7[7],2018,--,
352,NR,<,NR,Duke,ACC,4-1,0,RV,DNP,Week 6Oct 7[7],2018,--,
353,NR,<,NR,Fresno State,MWC,4-1,0,NR,W 21-3 A Nevada,Week 6Oct 7[7],2018,--,
354,NR,<,NR,Syracuse,ACC,4-2,0,NR,L 44-37 (1OT) A Pittsburgh,Week 6Oct 7[7],2018,--,
355,NR,<,NR,Troy,Sun Belt,5-1,0,NR,W 37-20 H Georgia State,Week 6Oct 7[7],2018,--,
356,NR,<,NR,UAB,CUSA,4-1,0,NR,W 28-7 A Louisiana Tech,Week 6Oct 7[7],2018,--,
357,1,<,1,Alabama (60),SEC,7-0,1524,1,W 39-10 H Missouri,Week 7Oct 14[8],2018,0,
358,2,<,3,Ohio State (1),Big Ten,7-0,1457,2,W 30-14 H Minnesota,Week 7Oct 14[8],2018,+1,
359,3,<,4,Clemson,ACC,6-0,1392,3,DNP,Week 7Oct 14[8],2018,+1,
360,4,<,5,Notre Dame,Ind,7-0,1355,4,W 19-14 H Pittsburgh,Week 7Oct 14[8],2018,+2,
361,5,<,13,LSU,SEC,6-1,1244,5,W 36-16 H #2 Georgia,Week 7Oct 14[8],2018,0,
362,6,<,12,Michigan,Big Ten,6-1,1146,7,W 38-13 H #15 Wisconsin,Week 7Oct 14[8],2018,+9,
363,7,<,9,Texas,Big 12,6-1,1144,8,W 23-17 H Baylor,Week 7Oct 14[8],2018,+12,
364,8,<,2,Georgia,SEC,6-1,1085,6,L 36-16 A #13 LSU,Week 7Oct 14[8],2018,-6,
365,9,<,11,Oklahoma,Big 12,5-1,999,10,DNP,Week 7Oct 14[8],2018,-2,
366,10,<,10,UCF,AAC,6-0,979,9,W 31-30 A Memphis,Week 7Oct 14[8],2018,+2,
367,11,<,14,Florida,SEC,6-1,931,12,W 37-27 A Vanderbilt,Week 7Oct 14[8],2018,+11,
368,12,<,17,Oregon,Pac-12,5-1,917,11,W 30-27 (1OT) H #7 Washington,Week 7Oct 14[8],2018,+6,
369,13,<,6,West Virginia,Big 12,5-1,700,13,L 30-14 A Iowa State,Week 7Oct 14[8],2018,-4,
370,14,<,18,Kentucky,SEC,5-1,678,17,DNP,Week 7Oct 14[8],2018,-1,
371,15,<,7,Washington,Pac-12,5-2,640,14,L 30-27 A #17 Oregon,Week 7Oct 14[8],2018,-5,
372,16,<,20,NC State,ACC,5-0,592,15,DNP,Week 7Oct 14[8],2018,+7,
373,17,<,22,Texas A&M,SEC,5-2,551,18,W 26-23 A South Carolina,Week 7Oct 14[8],2018,+9,
374,18,<,8,Penn State,Big Ten,4-2,523,16,L 21-17 H Michigan State,Week 7Oct 14[8],2018,-7,
375,19,<,NR,Iowa,Big Ten,5-1,266,22,W 42-16 A Indiana,Week 7Oct 14[8],2018,+7,
376,20,<,25,Cincinnati,AAC,6-0,243,21,DNP,Week 7Oct 14[8],2018,+6,
377,21,<,23,South Florida,AAC,6-0,242,20,W 25-24 A Tulsa,Week 7Oct 14[8],2018,+5,
378,22,<,24,Mississippi State,SEC,4-2,231,RV,DNP,Week 7Oct 14[8],2018,+4,
379,23,<,15,Wisconsin,Big Ten,4-2,226,19,L 38-13 A #12 Michigan,Week 7Oct 14[8],2018,-7,
380,24,<,NR,Michigan State,Big Ten,4-2,199,RV,W 21-17 A #8 Penn State,Week 7Oct 14[8],2018,-4,
381,25,<,NR,Washington State,Pac-12,5-1,136,23,DNP,Week 7Oct 14[8],2018,+1,
382,RV,<,NR,Stanford,Pac-12,4-2,71,24,DNP,Week 7Oct 14[8],2018,-12,
383,RV,<,NR,San Diego State,MWC,5-1,53,RV,W 21-17 H Air Force,Week 7Oct 14[8],2018,--,
384,RV,<,NR,USC,Pac-12,4-2,53,RV,W 31-20 H #19 Colorado,Week 7Oct 14[8],2018,--,
385,RV,<,NR,Appalachian State,Sun Belt,4-1,51,RV,W 35-9 A Arkansas State,Week 7Oct 14[8],2018,--,
386,RV,<,19,Colorado,Pac-12,5-1,49,25,L 31-20 A USC,Week 7Oct 14[8],2018,-5,
387,RV,<,16,Miami (FL),ACC,5-2,38,RV,L 16-13 A Virginia,Week 7Oct 14[8],2018,-9,
388,RV,<,NR,Utah State,MWC,5-1,38,RV,W 59-28 H UNLV,Week 7Oct 14[8],2018,--,
389,RV,<,NR,Utah,Pac-12,4-2,33,RV,W 42-10 H Arizona,Week 7Oct 14[8],2018,--,
390,RV,<,NR,Duke,ACC,5-1,17,RV,W 28-14 A Georgia Tech,Week 7Oct 14[8],2018,--,
391,RV,<,NR,Texas Tech,Big 12,4-2,8,RV,W 17-14 A TCU,Week 7Oct 14[8],2018,--,
392,RV,<,NR,Fresno State,MWC,5-1,7,RV,W 27-3 H Wyoming,Week 7Oct 14[8],2018,--,
393,RV,<,NR,Houston,AAC,5-1,3,RV,W 42-20 A East Carolina,Week 7Oct 14[8],2018,--,
394,RV,<,NR,Maryland,Big Ten,4-2,2,NR,W 34-7 H Rutgers,Week 7Oct 14[8],2018,--,
395,RV,<,NR,Virginia,ACC,4-2,2,RV,W 16-13 H #16 Miami (FL),Week 7Oct 14[8],2018,--,
396,NR,<,21,Auburn,SEC,4-3,0,RV,L 30-24 H Tennessee,Week 7Oct 14[8],2018,-18,
397,NR,<,NR,Army,Ind,4-2,0,RV,W 52-3 A San Jose State,Week 7Oct 14[8],2018,--,
398,NR,<,NR,Boston College,ACC,5-2,0,RV,W 38-20 H Louisville,Week 7Oct 14[8],2018,--,
399,NR,<,NR,Buffalo,MAC,6-1,0,RV,W 24-6 H Akron,Week 7Oct 14[8],2018,--,
400,NR,<,NR,Iowa State,Big 12,3-3,0,RV,W 30-14 H #6 West Virginia,Week 7Oct 14[8],2018,--,
401,NR,<,NR,North Texas,CUSA,6-1,0,RV,W 30-7 H Southern Miss,Week 7Oct 14[8],2018,--,
402,NR,<,NR,South Carolina,SEC,3-3,0,RV,L 26-23 H #22 Texas A&M,Week 7Oct 14[8],2018,--,
403,NR,<,NR,UAB,CUSA,5-1,0,RV,W 42-0 A Rice,Week 7Oct 14[8],2018,--,
404,NR,<,NR,Virginia Tech,ACC,4-2,0,RV,W 22-19 A North Carolina,Week 7Oct 14[8],2018,-2,
405,1,<,1,Alabama (61),SEC,8-0,1525,*1,W 58-21 A Tennessee,Week 8Oct 21[9],2018,0,
406,2,<,3,Clemson,ACC,7-0,1454,*2,W 41-7 H #16 NC State,Week 8Oct 21[9],2018,+2,
407,3,<,4,Notre Dame,Ind,7-0,1400,3,DNP,Week 8Oct 21[9],2018,+2,
408,4,<,5,LSU,SEC,7-1,1327,4,W 19-3 H #22 Mississippi State,Week 8Oct 21[9],2018,+9,
409,5,<,6,Michigan,Big Ten,7-1,1250,5,W 21-7 A #24 Michigan State,Week 8Oct 21[9],2018,+7,
410,6,<,7,Texas,Big 12,6-1,1186,7,DNP,Week 8Oct 21[9],2018,+3,
411,7,<,8,Georgia,SEC,6-1,1136,6,DNP,Week 8Oct 21[9],2018,-5,
412,8,<,9,Oklahoma,Big 12,6-1,1065,8,W 52-27 A TCU,Week 8Oct 21[9],2018,+3,
413,9,<,11,Florida,SEC,6-1,998,11,DNP,Week 8Oct 21[9],2018,+5,
414,10,<,10,UCF,AAC,7-0,996,10,W 37-10 A East Carolina,Week 8Oct 21[9],2018,0,
415,11,<,2,Ohio State,Big Ten,7-1,985,9,L 49-20 A Purdue,Week 8Oct 21[9],2018,-8,
416,12,<,14,Kentucky,SEC,6-1,754,14,W 14-7 H Vanderbilt,Week 8Oct 21[9],2018,+6,
417,13,<,13,West Virginia,Big 12,5-1,747,12,DNP,Week 8Oct 21[9],2018,-7,
418,14,<,25,Washington State,Pac-12,6-1,692,15,W 34-20 H #12 Oregon,Week 8Oct 21[9],2018,+12,
419,15,<,15,Washington,Pac-12,6-2,677,13,W 27-13 H Colorado,Week 8Oct 21[9],2018,-8,
420,16,<,17,Texas A&M,SEC,5-2,622,17,DNP,Week 8Oct 21[9],2018,+6,
421,17,<,18,Penn State,Big Ten,5-2,528,16,W 33-28 A Indiana,Week 8Oct 21[9],2018,-9,
422,18,<,19,Iowa,Big Ten,6-1,489,18,W 23-0 H Maryland,Week 8Oct 21[9],2018,+8,
423,19,<,12,Oregon,Pac-12,5-2,450,21,L 34-20 A #25 Washington State,Week 8Oct 21[9],2018,-2,
424,20,<,23,Wisconsin,Big Ten,5-2,357,19,W 49-20 H Illinois,Week 8Oct 21[9],2018,-5,
425,21,<,21,South Florida,AAC,7-0,291,20,W 38-30 H Connecticut,Week 8Oct 21[9],2018,+2,
426,22,<,16,NC State,ACC,5-1,186,22,L 41-7 A #3 Clemson,Week 8Oct 21[9],2018,-2,
427,23,<,NR,Utah,Pac-12,5-2,180,24,W 41-28 H USC,Week 8Oct 21[9],2018,+3,
428,24,<,NR,Stanford,Pac-12,5-2,144,23,W 20-13 A Arizona State,Week 8Oct 21[9],2018,+2,
429,25,<,NR,Appalachian State,Sun Belt,5-1,79,RV,W 27-17 H Louisiana,Week 8Oct 21[9],2018,+1,
430,RV,<,NR,Texas Tech,Big 12,5-2,54,RV,W 48-16 H Kansas,Week 8Oct 21[9],2018,--,
431,RV,<,NR,Utah State,MWC,6-1,50,RV,W 24-16 A Wyoming,Week 8Oct 21[9],2018,--,
432,RV,<,NR,San Diego State,MWC,6-1,48,RV,W 16-13 H San Jose State,Week 8Oct 21[9],2018,--,
433,RV,<,NR,Fresno State,MWC,6-1,35,RV,W 38-7 A New Mexico,Week 8Oct 21[9],2018,--,
434,RV,<,NR,Miami (FL),ACC,5-2,34,25,DNP,Week 8Oct 21[9],2018,-10,
435,RV,<,NR,Virginia,ACC,5-2,25,RV,W 28-14 A Duke,Week 8Oct 21[9],2018,--,
436,RV,<,NR,Houston,AAC,6-1,19,RV,W 49-36 A Navy,Week 8Oct 21[9],2018,--,
437,RV,<,NR,Purdue,Big Ten,4-3,17,RV,W 49-20 H #2 Ohio State,Week 8Oct 21[9],2018,--,
438,RV,<,24,Michigan State,Big Ten,4-3,8,RV,L 21-7 H #6 Michigan,Week 8Oct 21[9],2018,--,
439,RV,<,20,Cincinnati,AAC,6-1,7,RV,L 24-17 (1OT) A Temple,Week 8Oct 21[9],2018,-1,
440,RV,<,NR,Auburn,SEC,5-3,5,RV,W 31-16 A Mississippi,Week 8Oct 21[9],2018,-5,
441,RV,<,22,Mississippi State,SEC,4-3,2,RV,L 19-3 A #5 LSU,Week 8Oct 21[9],2018,-2,
442,RV,<,NR,Boston College,ACC,5-2,2,NR,DNP,Week 8Oct 21[9],2018,--,
443,RV,<,NR,UAB,CUSA,6-1,1,RV,W 29-21 H North Texas,Week 8Oct 21[9],2018,--,
444,NR,<,NR,Army,Ind,5-2,0,RV,W 31-30 (2OT) H Miami (OH),Week 8Oct 21[9],2018,--,
445,NR,<,NR,Buffalo,MAC,7-1,0,RV,W 31-17 A Toledo,Week 8Oct 21[9],2018,--,
446,NR,<,NR,Colorado,Pac-12,5-2,0,RV,L 27-13 A #15 Washington,Week 8Oct 21[9],2018,-7,
447,NR,<,NR,Duke,ACC,5-2,0,RV,L 28-14 H Virginia,Week 8Oct 21[9],2018,--,
448,NR,<,NR,Georgia Southern,Sun Belt,6-1,0,RV,W 48-31 A New Mexico State,Week 8Oct 21[9],2018,--,
449,NR,<,NR,South Carolina,SEC,3-3,0,RV,DNP,Week 8Oct 21[9],2018,--,
450,NR,<,NR,Syracuse,ACC,5-2,0,RV,W 40-37 (2OT) H North Carolina,Week 8Oct 21[9],2018,--,
451,NR,<,NR,Virginia Tech,ACC,4-2,0,RV,DNP,Week 8Oct 21[9],2018,--,
452,1,<,1,Alabama (60),SEC,8-0,1500,*1,DNP,Week 9Oct 28[10],2018,0,1
453,2,<,2,Clemson,ACC,8-0,1433,2,W 59-10 A Florida State,Week 9Oct 28[10],2018,+1,2
454,3,<,3,Notre Dame,Ind,8-0,1374,3,W 44-22 N Navy,Week 9Oct 28[10],2018,+1,4
455,4,<,4,LSU,SEC,7-1,1317,4,DNP,Week 9Oct 28[10],2018,+1,3
456,5,<,5,Michigan,Big Ten,7-1,1240,5,DNP,Week 9Oct 28[10],2018,+1,5
457,6,<,7,Georgia,SEC,7-1,1202,6,W 36-17 N #9 Florida,Week 9Oct 28[10],2018,+2,6
458,7,<,8,Oklahoma,Big 12,7-1,1132,7,W 51-14 H Kansas State,Week 9Oct 28[10],2018,+2,7
459,8,<,11,Ohio State,Big Ten,7-1,1022,*8,DNP,Week 9Oct 28[10],2018,-6,10
460,9,<,10,UCF,AAC,7-0,1014,9,DNP,Week 9Oct 28[10],2018,+1,12
461,10,<,14,Washington State,Pac-12,7-1,938,11,W 41-38 A #24 Stanford,Week 9Oct 28[10],2018,+15,8
462,11,<,12,Kentucky,SEC,7-1,905,12,W 15-14 A Missouri,Week 9Oct 28[10],2018,+3,9
463,12,<,13,West Virginia,Big 12,6-1,891,10,W 58-14 H Baylor,Week 9Oct 28[10],2018,+1,13
464,13,<,9,Florida,SEC,6-2,734,14,L 36-17 N #7 Georgia,Week 9Oct 28[10],2018,-2,11
465,14,<,17,Penn State,Big Ten,6-2,733,13,W 30-24 H #18 Iowa,Week 9Oct 28[10],2018,+4,14
466,15,<,6,Texas,Big 12,6-2,719,15,L 38-35 A Oklahoma State,Week 9Oct 28[10],2018,-8,17
467,16,<,23,Utah,Pac-12,6-2,593,16,W 41-10 A UCLA,Week 9Oct 28[10],2018,+10,15
468,17,<,NR,Houston,AAC,7-1,403,17,W 57-36 H #21 South Florida,Week 9Oct 28[10],2018,+9,NR
469,18,<,NR,Utah State,MWC,7-1,340,20,W 61-19 H New Mexico,Week 9Oct 28[10],2018,+8,NR
470,19,<,18,Iowa,Big Ten,6-2,323,18,L 30-24 A #17 Penn State,Week 9Oct 28[10],2018,0,16
471,20,<,NR,Fresno State,MWC,7-1,261,23,W 50-20 H Hawaii,Week 9Oct 28[10],2018,+6,23
472,21,<,NR,Mississippi State,SEC,5-3,204,21,W 28-13 H #16 Texas A&M,Week 9Oct 28[10],2018,+1,18
473,22,<,NR,Syracuse,ACC,6-2,192,24,W 51-41 H #22 NC State,Week 9Oct 28[10],2018,--,19
474,23,<,NR,Virginia,ACC,6-2,175,22,W 31-21 H North Carolina,Week 9Oct 28[10],2018,+3,25
475,24,<,NR,Boston College,ACC,6-2,169,25,W 27-14 H Miami (FL),Week 9Oct 28[10],2018,+2,22
476,25,<,16,Texas A&M,SEC,5-3,132,RV,L 28-13 A Mississippi State,Week 9Oct 28[10],2018,-8,20
477,RV,<,15,Washington,Pac-12,6-3,120,19,L 12-10 A California,Week 9Oct 28[10],2018,-11,NR
478,RV,<,NR,Northwestern,Big Ten,5-3,86,RV,W 31-17 H #20 Wisconsin,Week 9Oct 28[10],2018,--,NR
