,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,3WT,CFP
247,NR,<,NR,Duke,ACC,2-1,0,RV,DNP,Week 4Sep 22[5],2019,--,
248,NR,<,NR,Hawaii,MWC,3-1,0,RV,W 35-16 H Central Arkansas,Week 4Sep 22[5],2019,--,
249,NR,<,NR,Navy,AAC,2-0,0,RV,DNP,Week 4Sep 22[5],2019,--,
250,NR,<,NR,Nebraska,Big Ten,3-1,0,RV,W 42-38 A Illinois,Week 4Sep 22[5],2019,--,
251,NR,<,NR,Utah State,MWC,2-1,0,RV,W 23-17 A San Diego State,Week 4Sep 22[5],2019,--,
252,1,<,2,Alabama (29),SEC,5-0,1478,*1,W 59-31 H Mississippi,Week 5Sep 29[6],2019,+1,
253,2,<,1,Clemson (18),ACC,5-0,1426,*2,W 21-20 A North Carolina,Week 5Sep 29[6],2019,-1,
254,3,<,3,Georgia (4),SEC,4-0,1375,*3,DNP,Week 5Sep 29[6],2019,0,
255,4,<,5,Ohio State (7),Big Ten,5-0,1324,*5,W 48-7 A Nebraska,Week 5Sep 29[6],2019,+2,
256,5,<,4,LSU,SEC,4-0,1322,6,DNP,Week 5Sep 29[6],2019,-1,
257,6,<,6,Oklahoma,Big 12,4-0,1264,4,W 55-16 H Texas Tech,Week 5Sep 29[6],2019,-1,
258,7,<,7,Auburn (3),SEC,5-0,1186,7,W 56-23 H Mississippi State,Week 5Sep 29[6],2019,+1,
259,8,<,8,Wisconsin,Big Ten,4-0,1046,9,W 24-15 H Northwestern,Week 5Sep 29[6],2019,+5,
260,9,<,10,Notre Dame,Ind,3-1,996,10,W 35-20 H #18 Virginia,Week 5Sep 29[6],2019,-2,
261,10,<,9,Florida,SEC,5-0,986,8,W 38-0 H Towson,Week 5Sep 29[6],2019,-1,
262,11,<,11,Texas,Big 12,3-1,919,12,DNP,Week 5Sep 29[6],2019,+1,
263,12,<,12,Penn State,Big Ten,4-0,878,11,W 59-0 A Maryland,Week 5Sep 29[6],2019,+2,
264,13,<,13,Oregon,Pac-12,3-1,817,13,DNP,Week 5Sep 29[6],2019,+3,
265,14,<,14,Iowa,Big Ten,4-0,731,14,W 48-3 H Middle Tennessee,Week 5Sep 29[6],2019,+4,
266,15,<,17,Washington,Pac-12,4-1,603,16,W 28-14 H #21 USC,Week 5Sep 29[6],2019,+7,
267,16,<,16,Boise State,MWC,4-0,559,15,DNP,Week 5Sep 29[6],2019,+4,
268,17,<,19,Utah,Pac-12,4-1,534,17,W 38-13 H Washington State,Week 5Sep 29[6],2019,-7,
269,18,<,22,UCF,AAC,4-1,352,19,W 56-21 H Connecticut,Week 5Sep 29[6],2019,-3,
270,19,<,20,Michigan,Big Ten,3-1,350,18,W 52-0 H Rutgers,Week 5Sep 29[6],2019,-8,
271,20,<,NR,Arizona State,Pac-12,4-1,249,RV,W 24-17 A #15 California,Week 5Sep 29[6],2019,+4,
272,21,<,NR,Oklahoma State,Big 12,4-1,215,25,W 26-13 H #24 Kansas State,Week 5Sep 29[6],2019,+5,
273,22,<,NR,Wake Forest,ACC,5-0,190,20,W 27-24 A Boston College,Week 5Sep 29[6],2019,+4,
274,23,<,18,Virginia,ACC,4-1,186,22,L 35-20 A #10 Notre Dame,Week 5Sep 29[6],2019,-2,
275,24,<,NR,SMU,AAC,5-0,151,RV,W 48-21 A South Florida,Week 5Sep 29[6],2019,+2,
276,25,<,23,Texas A&M,SEC,3-2,147,21,W 31-27 N Arkansas,Week 5Sep 29[6],2019,-8,
277,25,<,25,Michigan State,Big Ten,4-1,147,23,W 40-31 H Indiana,Week 5Sep 29[6],2019,+1,
278,RV,<,15,California,Pac-12,4-1,141,RV,L 24-17 H Arizona State,Week 5Sep 29[6],2019,-3,
279,RV,<,NR,Memphis,AAC,4-0,71,23,W 35-23 H Navy,Week 5Sep 29[6],2019,--,
280,RV,<,NR,Appalachian State,Sun Belt,4-0,50,RV,W 56-37 H Coastal Carolina,Week 5Sep 29[6],2019,--,
281,RV,<,NR,Army,Ind,3-1,44,RV,DNP,Week 5Sep 29[6],2019,--,
282,RV,<,NR,Missouri,SEC,3-1,26,NR,DNP,Week 5Sep 29[6],2019,--,
283,RV,<,NR,Baylor,Big 12,4-0,19,RV,W 23-21 H Iowa State,Week 5Sep 29[6],2019,--,
284,RV,<,NR,Colorado,Pac-12,3-1,19,RV,DNP,Week 5Sep 29[6],2019,--,
285,RV,<,NR,Minnesota,Big Ten,4-0,15,RV,W 38-31 A Purdue,Week 5Sep 29[6],2019,--,
286,RV,<,21,USC,Pac-12,3-2,7,RV,L 28-14 A #17 Washington,Week 5Sep 29[6],2019,--,
287,RV,<,24,Kansas State,Big 12,3-1,1,RV,L 26-13 A Oklahoma State,Week 5Sep 29[6],2019,--,
288,RV,<,NR,Tulane,AAC,3-1,1,RV,DNP,Week 5Sep 29[6],2019,--,
289,NR,<,NR,Air Force,MWC,3-1,0,RV,W 41-24 H San Jose State,Week 5Sep 29[6],2019,--,
290,NR,<,NR,Duke,ACC,3-1,0,RV,W 45-10 A Virginia Tech,Week 5Sep 29[6],2019,--,
291,NR,<,NR,Hawaii,MWC,4-1,0,RV,W 54-3 A Nevada,Week 5Sep 29[6],2019,--,
292,NR,<,NR,Mississippi State,SEC,3-2,0,RV,L 56-23 A #7 Auburn,Week 5Sep 29[6],2019,--,
293,NR,<,NR,TCU,Big 12,3-1,0,RV,W 51-14 H Kansas,Week 5Sep 29[6],2019,-1,
294,NR,<,NR,Utah State,MWC,3-1,0,RV,W 34-24 H Colorado State,Week 5Sep 29[6],2019,--,
295,NR,<,NR,Washington State,Pac-12,3-2,0,RV,L 38-13 A #19 Utah,Week 5Sep 29[6],2019,-7,
296,NR,<,NR,Wyoming,MWC,4-1,0,RV,W 53-17 H UNLV,Week 5Sep 29[6],2019,--,
297,1,<,1,Alabama (32),SEC,5-0,1503,*1,DNP,Week 6Oct 6[7],2019,+1,
298,2,<,2,Clemson (15),ACC,5-0,1433,*2,DNP,Week 6Oct 6[7],2019,-1,
299,3,<,3,Georgia (3),SEC,5-0,1393,3,W 43-14 A Tennessee,Week 6Oct 6[7],2019,0,
300,3,<,4,Ohio State (10),Big Ten,6-0,1393,*4,W 34-10 H #25 Michigan State,Week 6Oct 6[7],2019,+2,
301,5,<,5,LSU (2),SEC,5-0,1352,6,W 42-6 H Utah State,Week 6Oct 6[7],2019,-1,
302,6,<,6,Oklahoma,Big 12,5-0,1268,5,W 45-20 A Kansas,Week 6Oct 6[7],2019,0,
303,7,<,10,Florida,SEC,6-0,1163,7,W 24-13 H #7 Auburn,Week 6Oct 6[7],2019,+2,
304,8,<,8,Wisconsin,Big Ten,5-0,1105,8,W 48-0 H Kent State,Week 6Oct 6[7],2019,0,
305,9,<,9,Notre Dame,Ind,4-1,1046,10,W 52-0 H Bowling Green,Week 6Oct 6[7],2019,+1,
306,10,<,12,Penn State,Big Ten,5-0,958,9,W 35-7 H Purdue,Week 6Oct 6[7],2019,+2,
307,11,<,11,Texas,Big 12,4-1,947,11,W 42-31 A West Virginia,Week 6Oct 6[7],2019,0,
308,12,<,7,Auburn,SEC,5-1,920,12,L 24-13 A #10 Florida,Week 6Oct 6[7],2019,-5,
309,13,<,13,Oregon,Pac-12,4-1,828,13,W 17-7 H California,Week 6Oct 6[7],2019,0,
310,14,<,16,Boise State,MWC,5-0,654,14,W 38-13 A UNLV,Week 6Oct 6[7],2019,+2,
311,15,<,17,Utah,Pac-12,4-1,624,15,DNP,Week 6Oct 6[7],2019,+4,
312,16,<,19,Michigan,Big Ten,4-1,618,16,W 10-3 H #14 Iowa,Week 6Oct 6[7],2019,+4,
313,17,<,14,Iowa,Big Ten,4-1,454,18,L 10-3 A #19 Michigan,Week 6Oct 6[7],2019,-3,
314,18,<,20,Arizona State,Pac-12,4-1,388,24,DNP,Week 6Oct 6[7],2019,+8,
315,19,<,22,Wake Forest,ACC,5-0,380,17,DNP,Week 6Oct 6[7],2019,+7,
316,20,<,23,Virginia,ACC,4-1,353,19,DNP,Week 6Oct 6[7],2019,-2,
317,21,<,24,SMU,AAC,6-0,285,22,W 43-37 (3OT) H Tulsa,Week 6Oct 6[7],2019,+5,
318,22,<,NR,Baylor,Big 12,5-0,260,23,W 31-12 A Kansas State,Week 6Oct 6[7],2019,--,
319,23,<,NR,Memphis,AAC,5-0,189,20,W 52-33 A Louisiana-Monroe,Week 6Oct 6[7],2019,+3,
320,24,<,25,Texas A&M,SEC,3-2,165,21,DNP,Week 6Oct 6[7],2019,-1,
321,25,<,NR,Cincinnati,AAC,4-1,118,RV,W 27-24 H #18 UCF,Week 6Oct 6[7],2019,--,
322,RV,<,NR,Minnesota,Big Ten,5-0,80,25,W 40-17 H Illinois,Week 6Oct 6[7],2019,--,
323,RV,<,NR,Missouri,SEC,4-1,64,NR,W 42-10 H Troy,Week 6Oct 6[7],2019,--,
324,RV,<,NR,Appalachian State,Sun Belt,4-0,61,RV,DNP,Week 6Oct 6[7],2019,--,
325,RV,<,15,Washington,Pac-12,4-2,54,RV,L 23-13 A Stanford,Week 6Oct 6[7],2019,-9,
326,RV,<,NR,Tulane,AAC,4-1,25,RV,W 42-33 A Army,Week 6Oct 6[7],2019,--,
327,RV,<,NR,California,Pac-12,4-2,20,RV,L 17-7 A #13 Oregon,Week 6Oct 6[7],2019,-11,
328,RV,<,25,Michigan State,Big Ten,4-2,17,RV,L 34-10 A #4 Ohio State,Week 6Oct 6[7],2019,-1,
329,RV,<,NR,Arizona,Pac-12,4-1,11,RV,W 35-30 A Colorado,Week 6Oct 6[7],2019,--,
330,RV,<,18,UCF,AAC,4-2,9,RV,L 27-24 A Cincinnati,Week 6Oct 6[7],2019,-4,
331,RV,<,NR,Iowa State,Big 12,3-2,5,NR,W 49-24 H TCU,Week 6Oct 6[7],2019,--,
332,RV,<,NR,USC,Pac-12,3-2,5,NR,DNP,Week 6Oct 6[7],2019,-5,
333,RV,<,NR,Pittsburgh,ACC,4-2,2,NR,W 33-30 A Duke,Week 6Oct 6[7],2019,--,
334,NR,<,21,Oklahoma State,Big 12,4-2,0,NR,L 45-35 A Texas Tech,Week 6Oct 6[7],2019,--,
335,NR,<,NR,Army,Ind,3-2,0,RV,L 42-33 H Tulane,Week 6Oct 6[7],2019,--,
336,NR,<,NR,Hawaii,MWC,4-1,0,RV,DNP,Week 6Oct 6[7],2019,--,
337,NR,<,NR,Mississippi State,SEC,3-2,0,RV,DNP,Week 6Oct 6[7],2019,--,
338,NR,<,NR,Navy,AAC,3-1,0,RV,W 34-25 H Air Force,Week 6Oct 6[7],2019,--,
339,NR,<,NR,San Diego State,MWC,4-1,0,RV,W 24-10 A Colorado State,Week 6Oct 6[7],2019,--,
340,NR,<,NR,TCU,Big 12,3-2,0,RV,L 49-24 A Iowa State,Week 6Oct 6[7],2019,--,
341,NR,<,NR,Temple,AAC,4-1,0,RV,W 27-17 A East Carolina,Week 6Oct 6[7],2019,--,
342,NR,<,NR,Washington State,Pac-12,3-2,0,RV,DNP,Week 6Oct 6[7],2019,--,
343,1,<,1,Alabama (30),SEC,6-0,1503,*1,W 47-28 A #24 Texas A&M,Week 7Oct 13[8],2019,0,
344,2,<,5,LSU (12),SEC,6-0,1449,*3,W 42-28 H #7 Florida,Week 7Oct 13[8],2019,+3,
345,3,<,2,Clemson (11),ACC,6-0,1427,*2,W 45-14 H Florida State,Week 7Oct 13[8],2019,-1,
346,4,<,3,Ohio State (9),Big Ten,6-0,1404,*4,DNP,Week 7Oct 13[8],2019,0,
347,5,<,6,Oklahoma,Big 12,6-0,1333,5,W 34-27 N #11 Texas,Week 7Oct 13[8],2019,+1,
348,6,<,8,Wisconsin,Big Ten,6-0,1245,6,W 38-0 H Michigan State,Week 7Oct 13[8],2019,+2,
349,7,<,10,Penn State,Big Ten,6-0,1129,7,W 17-12 A #17 Iowa,Week 7Oct 13[8],2019,+5,
350,8,<,9,Notre Dame,Ind,5-1,1042,8,W 30-27 H USC,Week 7Oct 13[8],2019,+1,
351,9,<,7,Florida,SEC,6-1,1041,9,L 42-28 A #5 LSU,Week 7Oct 13[8],2019,+1,
352,10,<,3,Georgia,SEC,5-1,995,10,L 20-17 (2OT) H South Carolina,Week 7Oct 13[8],2019,-7,
353,11,<,12,Auburn,SEC,5-1,985,11,DNP,Week 7Oct 13[8],2019,-4,
354,12,<,13,Oregon,Pac-12,5-1,906,12,W 45-3 H Colorado,Week 7Oct 13[8],2019,+1,
355,13,<,15,Utah,Pac-12,5-1,729,14,W 52-7 A Oregon State,Week 7Oct 13[8],2019,+4,
356,14,<,14,Boise State,MWC,6-0,716,13,W 59-37 H Hawaii,Week 7Oct 13[8],2019,+2,
357,15,<,11,Texas,Big 12,4-2,672,15,L 34-27 N #6 Oklahoma,Week 7Oct 13[8],2019,-4,
358,16,<,16,Michigan,Big Ten,5-1,648,16,W 42-25 A Illinois,Week 7Oct 13[8],2019,+3,
359,17,<,18,Arizona State,Pac-12,5-1,524,17,W 38-34 H Washington State,Week 7Oct 13[8],2019,+3,
360,18,<,22,Baylor,Big 12,6-0,470,18,W 33-30 (2OT) H Texas Tech,Week 7Oct 13[8],2019,+8,
361,19,<,21,SMU,AAC,6-0,398,19,DNP,Week 7Oct 13[8],2019,+5,
362,20,<,NR,Minnesota,Big Ten,6-0,330,20,W 34-7 H Nebraska,Week 7Oct 13[8],2019,+6,
363,21,<,25,Cincinnati,AAC,5-1,308,21,W 38-23 A Houston,Week 7Oct 13[8],2019,--,
364,22,<,NR,Missouri,SEC,5-1,233,NR,W 38-27 H Mississippi,Week 7Oct 13[8],2019,+4,
365,23,<,17,Iowa,Big Ten,4-2,210,22,L 17-12 H #10 Penn State,Week 7Oct 13[8],2019,-9,
366,24,<,NR,Appalachian State,Sun Belt,5-0,148,24,W 17-7 A Louisiana,Week 7Oct 13[8],2019,+2,
367,25,<,NR,Washington,Pac-12,5-2,107,23,W 51-27 A Arizona,Week 7Oct 13[8],2019,-10,
368,RV,<,NR,Tulane,AAC,5-1,55,RV,W 49-7 H Connecticut,Week 7Oct 13[8],2019,--,
369,RV,<,NR,Iowa State,Big 12,4-2,36,RV,W 38-14 A West Virginia,Week 7Oct 13[8],2019,--,
370,RV,<,NR,Temple,AAC,5-1,31,25,W 30-28 H #23 Memphis,Week 7Oct 13[8],2019,--,
371,RV,<,19,Wake Forest,ACC,5-1,25,RV,L 62-59 H Louisville,Week 7Oct 13[8],2019,-4,
372,RV,<,NR,California,Pac-12,4-2,20,RV,DNP,Week 7Oct 13[8],2019,--,
373,RV,<,20,Virginia,ACC,4-2,8,RV,L 17-9 A Miami (FL),Week 7Oct 13[8],2019,-3,
374,RV,<,23,Memphis,AAC,5-1,6,RV,L 30-28 A Temple,Week 7Oct 13[8],2019,--,
375,RV,<,NR,South Carolina,SEC,3-3,4,RV,W 30-27 (1OT) A #3 Georgia,Week 7Oct 13[8],2019,--,
376,RV,<,NR,USC,Pac-12,3-3,4,NR,L 30-27 A #9 Notre Dame,Week 7Oct 13[8],2019,--,
377,RV,<,24,Texas A&M,SEC,3-3,3,RV,L 47-28 H #1 Alabama,Week 7Oct 13[8],2019,-1,
378,RV,<,NR,UCF,AAC,4-2,3,RV,DNP,Week 7Oct 13[8],2019,-8,
379,RV,<,NR,San Diego State,MWC,5-1,2,RV,W 26-22 H Wyoming,Week 7Oct 13[8],2019,--,
380,RV,<,NR,Louisiana Tech,CUSA,5-1,1,RV,W 69-21 H Massachusetts,Week 7Oct 13[8],2019,--,
381,NR,<,NR,Duke,ACC,4-2,0,RV,W 41-23 H Georgia Tech,Week 7Oct 13[8],2019,--,
382,NR,<,NR,Navy,AAC,4-1,0,RV,W 45-17 A Tulsa,Week 7Oct 13[8],2019,--,
383,NR,<,NR,Pittsburgh,ACC,4-2,0,RV,DNP,Week 7Oct 13[8],2019,--,
384,1,<,1,Alabama (24),SEC,7-0,1486,*1,W 35-13 H Tennessee,Week 8Oct 20[9],2019,0,
385,2,<,2,LSU (16),SEC,7-0,1462,*3,W 36-13 A Mississippi State,Week 8Oct 20[9],2019,+3,
386,3,<,4,Ohio State (13),Big Ten,7-0,1429,*4,W 52-3 A Northwestern,Week 8Oct 20[9],2019,0,
387,4,<,3,Clemson (9),ACC,7-0,1408,*2,W 45-10 A Louisville,Week 8Oct 20[9],2019,-2,
388,5,<,5,Oklahoma,Big 12,7-0,1343,5,W 52-14 H West Virginia,Week 8Oct 20[9],2019,+1,
389,6,<,7,Penn State,Big Ten,7-0,1224,6,W 28-21 H #16 Michigan,Week 8Oct 20[9],2019,+4,
390,7,<,9,Florida,SEC,7-1,1138,8,W 38-27 A South Carolina,Week 8Oct 20[9],2019,0,
391,8,<,8,Notre Dame,Ind,5-1,1058,7,DNP,Week 8Oct 20[9],2019,+1,
392,9,<,11,Auburn,SEC,6-1,1054,10,W 51-10 A Arkansas,Week 8Oct 20[9],2019,+3,
393,10,<,10,Georgia,SEC,6-1,1031,9,W 21-0 H Kentucky,Week 8Oct 20[9],2019,-7,
394,11,<,12,Oregon,Pac-12,6-1,979,11,W 35-31 A #25 Washington,Week 8Oct 20[9],2019,+2,
395,12,<,13,Utah,Pac-12,6-1,852,12,W 21-3 H #17 Arizona State,Week 8Oct 20[9],2019,+3,
396,13,<,6,Wisconsin,Big Ten,6-1,767,13,L 24-23 A Illinois,Week 8Oct 20[9],2019,-5,
397,14,<,18,Baylor,Big 12,7-0,732,14,W 45-27 A Oklahoma State,Week 8Oct 20[9],2019,+8,
398,15,<,15,Texas,Big 12,5-2,627,15,W 50-48 H Kansas,Week 8Oct 20[9],2019,-4,
399,16,<,19,SMU,AAC,7-0,587,17,W 45-21 H Temple,Week 8Oct 20[9],2019,+5,
400,17,<,20,Minnesota,Big Ten,7-0,577,16,W 42-7 A Rutgers,Week 8Oct 20[9],2019,+9,
401,18,<,21,Cincinnati,AAC,6-1,468,18,W 24-13 H Tulsa,Week 8Oct 20[9],2019,+7,
402,19,<,16,Michigan,Big Ten,5-2,440,20,L 28-21 A #7 Penn State,Week 8Oct 20[9],2019,-3,
403,20,<,23,Iowa,Big Ten,5-2,347,19,W 26-20 H Purdue,Week 8Oct 20[9],2019,-3,
404,21,<,24,Appalachian State,Sun Belt,6-0,286,22,W 52-7 H Louisiana Monroe,Week 8Oct 20[9],2019,+5,
405,22,<,14,Boise State,MWC,6-1,225,21,L 28-25 A BYU,Week 8Oct 20[9],2019,-8,
406,23,<,NR,Iowa State,Big 12,5-2,185,RV,W 34-24 A Texas Tech,Week 8Oct 20[9],2019,+3,
407,24,<,17,Arizona State,Pac-12,5-2,134,24,L 21-3 A #13 Utah,Week 8Oct 20[9],2019,-6,
408,25,<,NR,Wake Forest,ACC,6-1,118,23,W 22-20 H Florida State,Week 8Oct 20[9],2019,-6,
409,RV,<,NR,Memphis,AAC,6-1,87,25,W 47-17 H Tulane,Week 8Oct 20[9],2019,-3,
410,RV,<,NR,Virginia,ACC,5-2,29,RV,W 48-14 H Duke,Week 8Oct 20[9],2019,-6,
411,RV,<,NR,Pittsburgh,ACC,5-2,17,RV,W 27-20 A Syracuse,Week 8Oct 20[9],2019,--,
412,RV,<,NR,San Diego State,MWC,6-1,17,RV,W 27-17 A San Jose State,Week 8Oct 20[9],2019,--,
413,RV,<,25,Washington,Pac-12,5-3,15,RV,L 35-31 H #12 Oregon,Week 8Oct 20[9],2019,--,
414,RV,<,NR,Navy,AAC,5-1,9,RV,W 35-3 H South Florida,Week 8Oct 20[9],2019,--,
415,RV,<,NR,Texas A&M,SEC,4-3,6,RV,W 24-17 A Mississippi,Week 8Oct 20[9],2019,-2,
416,RV,<,22,Missouri,SEC,5-2,4,NR,L 21-14 A Vanderbilt,Week 8Oct 20[9],2019,--,
417,RV,<,NR,UCF,AAC,5-2,3,RV,W 41-28 H East Carolina,Week 8Oct 20[9],2019,--,
418,RV,<,NR,USC,Pac-12,4-3,3,NR,W 41-14 H Arizona,Week 8Oct 20[9],2019,--,
419,RV,<,NR,Louisiana Tech,CUSA,6-1,2,RV,W 45-30 H Southern Miss,Week 8Oct 20[9],2019,--,
420,RV,<,NR,Tulane,AAC,5-2,1,RV,L 47-17 A Memphis,Week 8Oct 20[9],2019,--,
421,NR,<,NR,Indiana,Big Ten,5-2,0,RV,W 34-28 A Maryland,Week 8Oct 20[9],2019,--,
422,NR,<,NR,Temple,AAC,5-2,0,RV,L 45-21 A #19 SMU,Week 8Oct 20[9],2019,--,
423,NR,<,NR,UAB,CUSA,6-1,0,RV,W 38-14 H Old Dominion,Week 8Oct 20[9],2019,--,
424,NR,<,NR,Utah State,MWC,4-2,0,RV,W 36-10 H Nevada,Week 8Oct 20[9],2019,--,
425,NR,<,NR,Virginia Tech,ACC,5-2,0,RV,W 43-41 (6OT) H North Carolina,Week 8Oct 20[9],2019,--,
426,1,<,2,LSU (17),SEC,8-0,1476,*2,W 23-20 H #9 Auburn,Week 9Oct 27[10],2019,+1,
427,2,<,1,Alabama (21),SEC,8-0,1474,*1,W 48-7 H Arkansas,Week 9Oct 27[10],2019,-1,
428,3,<,3,Ohio State (17),Big Ten,8-0,1468,*4,W 38-7 H #13 Wisconsin,Week 9Oct 27[10],2019,+1,
429,4,<,4,Clemson (7),ACC,8-0,1406,*3,W 59-7 H Boston College,Week 9Oct 27[10],2019,-1,
430,5,<,6,Penn State,Big Ten,8-0,1302,5,W 28-7 A Michigan State,Week 9Oct 27[10],2019,+2,
431,6,<,7,Florida,SEC,7-1,1226,6,DNP,Week 9Oct 27[10],2019,+3,
432,7,<,11,Oregon,Pac-12,7-1,1108,8,W 37-35 H Washington State,Week 9Oct 27[10],2019,+5,
433,8,<,10,Georgia,SEC,6-1,1093,7,DNP,Week 9Oct 27[10],2019,+2,
434,9,<,12,Utah,Pac-12,7-1,1032,10,W 35-0 H California,Week 9Oct 27[10],2019,+4,
435,10,<,5,Oklahoma,Big 12,7-1,1017,9,L 48-41 A Kansas State,Week 9Oct 27[10],2019,-5,
436,11,<,9,Auburn,SEC,6-2,910,12,L 23-20 A #2 LSU,Week 9Oct 27[10],2019,0,
437,12,<,14,Baylor,Big 12,7-0,882,11,DNP,Week 9Oct 27[10],2019,+6,
438,13,<,17,Minnesota,Big Ten,8-0,778,13,W 52-10 H Maryland,Week 9Oct 27[10],2019,+7,
439,14,<,19,Michigan,Big Ten,6-2,744,15,W 45-14 H #8 Notre Dame,Week 9Oct 27[10],2019,+2,
440,15,<,16,SMU,AAC,8-0,666,14,W 34-31 A Houston,Week 9Oct 27[10],2019,+4,
441,16,<,8,Notre Dame,Ind,5-2,563,16,L 45-14 A #19 Michigan,Week 9Oct 27[10],2019,-8,
442,17,<,18,Cincinnati,AAC,6-1,524,18,DNP,Week 9Oct 27[10],2019,+4,
443,18,<,13,Wisconsin,Big Ten,6-2,513,17,L 38-7 A #3 Ohio State,Week 9Oct 27[10],2019,-12,
444,19,<,20,Iowa,Big Ten,6-2,456,19,W 20-0 A Northwestern,Week 9Oct 27[10],2019,+4,
445,20,<,21,Appalachian State,Sun Belt,7-0,393,20,W 30-3 A South Alabama,Week 9Oct 27[10],2019,+4,
446,21,<,22,Boise State,MWC,6-1,280,21,DNP,Week 9Oct 27[10],2019,-7,
447,22,<,NR,Kansas State,Big 12,5-2,218,25,W 48-41 H #5 Oklahoma,Week 9Oct 27[10],2019,--,
448,23,<,25,Wake Forest,ACC,6-1,200,22,DNP,Week 9Oct 27[10],2019,+3,
449,24,<,NR,Memphis,AAC,7-1,188,23,W 42-41 A Tulsa,Week 9Oct 27[10],2019,+2,
450,25,<,NR,San Diego State,MWC,7-1,50,RV,W 20-17 A UNLV,Week 9Oct 27[10],2019,+1,
451,RV,<,15,Texas,Big 12,5-3,49,24,L 37-27 A TCU,Week 9Oct 27[10],2019,-11,
452,RV,<,NR,Navy,AAC,6-1,43,RV,W 41-38 H Tulane,Week 9Oct 27[10],2019,--,
453,RV,<,NR,UCF,AAC,6-2,33,RV,W 63-21 A Temple,Week 9Oct 27[10],2019,--,
454,RV,<,NR,Washington,Pac-12,5-3,19,RV,DNP,Week 9Oct 27[10],2019,-1,
455,RV,<,NR,Texas A&M,SEC,5-3,14,RV,W 49-30 H Mississippi State,Week 9Oct 27[10],2019,--,
456,RV,<,NR,USC,Pac-12,5-3,11,NR,W 35-31 A Colorado,Week 9Oct 27[10],2019,--,
457,RV,<,NR,Louisiana Tech,CUSA,7-1,6,RV,W 42-21 A UTEP,Week 9Oct 27[10],2019,--,
458,RV,<,NR,Indiana,Big Ten,6-2,4,RV,W 38-31 A Nebraska,Week 9Oct 27[10],2019,--,
459,RV,<,23,Iowa State,Big 12,5-3,1,RV,L 34-27 H Oklahoma State,Week 9Oct 27[10],2019,--,
460,RV,<,NR,North Dakota State,Other,8-0,1,NR,W 23-16 A South Dakota State,Week 9Oct 27[10],2019,--,
461,RV,<,NR,Oklahoma State,Big 12,5-3,1,RV,W 34-27 A #23 Iowa State,Week 9Oct 27[10],2019,--,
462,RV,<,NR,Pittsburgh,ACC,5-3,1,NR,L 16-12 H Miami (FL),Week 9Oct 27[10],2019,--,
463,NR,<,24,Arizona State,Pac-12,5-3,0,RV,L 42-32 A UCLA,Week 9Oct 27[10],2019,-9,
464,NR,<,NR,Air Force,MWC,6-2,0,RV,W 31-7 H Utah State,Week 9Oct 27[10],2019,--,
465,NR,<,NR,UAB,CUSA,6-1,0,RV,DNP,Week 9Oct 27[10],2019,--,
466,NR,<,NR,Virginia,ACC,5-3,0,RV,L 28-21 A Louisville,Week 9Oct 27[10],2019,--,
467,NR,<,NR,Virginia Tech,ACC,5-2,0,RV,DNP,Week 9Oct 27[10],2019,--,
468,NR,<,NR,Wyoming,MWC,6-2,0,RV,W 31-3 H Nevada,Week 9Oct 27[10],2019,--,
469,1,<,1,LSU (17),SEC,8-0,1479,*2,DNP,Week 10Nov 3[11],2019,+1,2
470,2,<,2,Alabama (21),SEC,8-0,1472,*1,DNP,Week 10Nov 3[11],2019,-1,3
471,3,<,3,Ohio State (17),Big Ten,8-0,1467,*4,DNP,Week 10Nov 3[11],2019,0,1
472,4,<,4,Clemson (7),ACC,9-0,1406,*3,W 59-14 H Wofford,Week 10Nov 3[11],2019,0,5
473,5,<,5,Penn State,Big Ten,8-0,1306,5,DNP,Week 10Nov 3[11],2019,+1,4
474,6,<,8,Georgia,SEC,7-1,1196,6,W 24-17 N #6 Florida,Week 10Nov 3[11],2019,+4,6
475,7,<,7,Oregon,Pac-12,8-1,1180,7,W 56-24 A USC,Week 10Nov 3[11],2019,+4,7
476,8,<,9,Utah,Pac-12,8-1,1090,9,W 33-28 A Washington,Week 10Nov 3[11],2019,+4,8
477,9,<,10,Oklahoma,Big 12,7-1,1045,8,DNP,Week 10Nov 3[11],2019,-4,9
478,10,<,6,Florida,SEC,7-2,938,11,L 24-17 N #8 Georgia,Week 10Nov 3[11],2019,-3,10
479,11,<,12,Baylor,Big 12,8-0,909,10,W 17-14 H West Virginia,Week 10Nov 3[11],2019,+3,12
480,12,<,11,Auburn,SEC,7-2,901,12,W 20-14 H Mississippi,Week 10Nov 3[11],2019,-3,11
481,13,<,13,Minnesota,Big Ten,8-0,831,13,DNP,Week 10Nov 3[11],2019,+4,17
482,14,<,14,Michigan,Big Ten,7-2,780,14,W 38-7 A Maryland,Week 10Nov 3[11],2019,+5,14
483,15,<,16,Notre Dame,Ind,6-2,571,15,W 21-20 H Virginia Tech,Week 10Nov 3[11],2019,-7,15
484,16,<,18,Wisconsin,Big Ten,6-2,558,16,DNP,Week 10Nov 3[11],2019,-3,13
485,17,<,17,Cincinnati,AAC,7-1,527,17,W 46-43 A East Carolina,Week 10Nov 3[11],2019,+1,20
