,MatchupPair,games,wins,WinPct,HomeRank,AwayRank,P-Value
563,8-20,8,7,0.875,8,20,0.00390625
564,8-21,1,0,0.0,8,21,0.5
565,8-22,3,3,1.0,8,22,0.0
566,8-23,3,3,1.0,8,23,0.0
567,8-24,5,4,0.8,8,24,0.03125
568,8-25,4,3,0.75,8,25,0.0625
569,8-3,6,4,0.6666666666666666,8,3,0.109375
570,8-4,9,6,0.6666666666666666,8,4,0.08984375
571,8-5,11,7,0.6363636363636364,8,5,0.11328125
572,8-6,5,4,0.8,8,6,0.03125
573,8-7,10,9,0.9,8,7,0.0009765625
574,8-9,8,6,0.75,8,9,0.03515625
575,9-1,9,5,0.5555555555555556,9,1,0.25390625
576,9-10,4,1,0.25,9,10,0.3125
577,9-11,5,4,0.8,9,11,0.03125
578,9-12,5,1,0.2,9,12,0.1875
579,9-13,7,5,0.7142857142857143,9,13,0.0625
580,9-14,13,8,0.6153846153846154,9,14,0.1334228515625
581,9-15,6,5,0.8333333333333334,9,15,0.015625
582,9-16,10,5,0.5,9,16,0.376953125
583,9-17,4,3,0.75,9,17,0.0625
584,9-18,11,11,1.0,9,18,0.0
585,9-19,4,4,1.0,9,19,0.0
586,9-2,8,6,0.75,9,2,0.03515625
587,9-20,6,6,1.0,9,20,0.0
588,9-21,2,2,1.0,9,21,0.0
589,9-22,2,2,1.0,9,22,0.0
590,9-23,3,3,1.0,9,23,0.0
591,9-24,5,4,0.8,9,24,0.03125
592,9-25,8,7,0.875,9,25,0.00390625
593,9-3,10,6,0.6,9,3,0.171875
594,9-4,9,2,0.2222222222222222,9,4,0.08984375
595,9-5,6,4,0.6666666666666666,9,5,0.109375
596,9-6,12,10,0.8333333333333334,9,6,0.003173828125
597,9-7,13,9,0.6923076923076923,9,7,0.046142578125
598,9-8,10,9,0.9,9,8,0.0009765625
