date,season,team1,team1ID,team2,team2ID,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2009-09-05,2009,hampton,2261,north carolina central,2428,31,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,livingstone,2940,savannah state,2542,12,34,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,norfolk state,2450,virginia state,330,28,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,florida a&m,50,delaware state,2169,21,12,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,old dominion,295,chowan,2804,36,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,wisconsin,275,northern illinois,2459,28,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,texas a&m,245,new mexico,167,41,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,auburn,2,louisiana tech,2348,37,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,drake,2181,grand view,2254,22,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,southern mississippi,2572,alcorn state,2016,52,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,nebraska,158,florida atlantic,2226,49,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,louisiana,309,southern,2582,42,19,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,texas tech,2641,north dakota,155,38,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,florida,57,charleston southern,2127,62,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,austin peay,2046,newberry,2444,34,23,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,oklahoma,201,byu,252,13,14,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,texas,251,louisiana monroe,2433,59,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,arkansas,8,missouri state,2623,48,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,houston,248,northwestern state,2466,55,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,ohio,195,connecticut,41,16,23,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,southeastern louisiana,2545,texas a&m-commerce,2837,41,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,eastern michigan,2199,army,349,14,27,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,texas state,326,angelo state,2025,48,28,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,duke,150,richmond,257,16,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,elon,2210,davidson,2166,56,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,tennessee state,2634,alabama a&m,2010,7,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,hofstra,2275,stony brook,2619,17,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,kansas,2305,northern colorado,2458,49,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,morehead state,2413,southern virginia,2896,61,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,arkansas state,2032,mississippi valley state,2400,61,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,kansas state,2306,umass,113,21,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,louisville,97,indiana state,282,30,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,south florida,58,wofford,2747,40,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,vanderbilt,238,western carolina,2717,45,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,ucla,26,san diego state,21,33,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-05,2009,ucf,2116,samford,2535,28,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,new mexico state,166,idaho,70,6,21,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,virginia tech,259,alabama,333,24,34,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,mcneese,2377,henderson state,2271,27,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,prairie view,2504,texas southern,2640,17,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,smu,2567,stephen f. austin,2617,31,23,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,alabama state,2011,concordia (al),3099,38,33,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,utep,2638,buffalo,2084,17,23,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,azusa pacific,2049,san diego,301,12,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,unlv,2439,sacramento state,16,38,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,arizona state,9,idaho state,304,50,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,california,25,maryland,120,52,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,arizona,12,central michigan,2117,19,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,fresno state,278,uc davis,302,51,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,washington,264,lsu,99,23,31,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,south carolina state,2569,grambling,2755,34,31,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,memphis,235,ole miss,145,14,45,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-06,2009,colorado,38,colorado state,36,17,23,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-07,2009,rutgers,164,cincinnati,2132,15,47,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-08,2009,florida state,52,miami,2390,34,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-10,2009,suny maritime,2951,wagner,2681,10,41,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-10,2009,winston-salem,2736,florida a&m,50,10,34,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-10,2009,georgia tech,59,clemson,228,30,27,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-11,2009,tennessee tech,2635,pikeville,95,51,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-11,2009,southeastern louisiana,2545,union college,2841,69,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,toledo,2649,colorado,38,54,38,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,wake forest,154,stanford,24,24,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,wisconsin,275,fresno state,278,34,31,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,army,349,duke,150,19,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,buffalo,2084,pittsburgh,221,27,54,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,indiana state,282,eastern illinois,2197,0,31,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,penn state,213,syracuse,183,28,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,connecticut,41,north carolina,153,10,12,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,northwestern,77,eastern michigan,2199,27,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,indiana,84,western michigan,2711,23,19,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,michigan state,127,central michigan,2117,27,29,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,iowa state,66,iowa,2294,3,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,florida,57,troy,2653,56,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,birmingham-southern,3,campbell,2097,35,28,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,holy cross,107,sacred heart,2529,52,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,davidson,2166,lenoir-rhyne,2331,0,42,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,dayton,2168,urbana,2666,10,13,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,marist,2368,drake,2181,6,34,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,northeastern,111,maine,311,7,17,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,st francis (pa),2598,morehead state,2413,31,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,bryant,2803,hofstra,2275,24,40,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,virginia tech,259,marshall,276,52,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,presbyterian college,2506,elon,2210,7,41,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,franklin,2233,butler,2086,19,49,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,concordia (wi),409,valparaiso,2674,17,20,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,nebraska,158,arkansas state,2032,38,9,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,akron,2006,morgan state,2415,41,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,nicholls,2447,duquesne,2184,14,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,boston college,103,kent state,2309,34,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,montana state,147,utah tech,3101,23,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,tulane,2655,byu,252,3,54,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,appalachian state,2026,mcneese,2377,35,40,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,wyoming,2751,texas,251,10,41,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,west virginia,277,east carolina,151,35,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,virginia,258,tcu,2628,14,30,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,oklahoma state,197,houston,248,35,45,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,washington,264,idaho,70,42,23,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,navy,2426,louisiana tech,2348,32,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,michigan,130,notre dame,87,38,34,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,delaware,48,richmond,257,15,16,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,rutgers,164,howard,47,45,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,northern colorado,2458,san diego,301,31,12,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,youngstown state,2754,austin peay,2046,38,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,uab,5,smu,2567,33,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,tennessee,2633,ucla,26,15,19,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,bethune-cookman,2065,south carolina state,2569,3,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,missouri state,2623,ut martin,2630,24,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,portland state,2502,southern oregon,2584,34,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,colorado state,36,weber state,2692,24,23,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,savannah state,2542,alabama state,2011,17,20,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,arkansas-pine bluff,2029,langston,2324,45,30,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,northern iowa,2460,south dakota,233,66,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,california,25,eastern washington,331,59,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,maryland,120,james madison,256,38,35,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,colgate,2142,stony brook,2619,23,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,north carolina a&t,2448,norfolk state,2450,17,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,georgetown,46,lafayette,322,3,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,florida state,52,jacksonville state,55,19,9,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,nc state,152,murray state,93,65,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,western carolina,2717,gardner-webb,2241,20,27,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,umass,113,albany,399,44,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,old dominion,295,virginia union,2676,49,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,chattanooga,236,furman,231,20,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,bucknell,2083,robert morris,2523,26,23,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,georgia,61,south carolina,2579,41,37,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,alabama,333,florida international,2229,40,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,liberty,2335,north carolina central,2428,35,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,william & mary,2729,central connecticut,2115,33,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,ball state,2050,new hampshire,160,16,23,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,oklahoma,201,idaho state,304,64,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,sam houston state,2534,north dakota state,2449,48,45,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,stephen f. austin,2617,texas college,2637,92,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,louisiana monroe,2433,texas southern,2640,58,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,grambling,2755,northwestern state,2466,38,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,texas tech,2641,rice,242,55,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,southern,2582,central state,2119,68,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,missouri,142,bowling green,189,27,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,illinois,356,illinois state,2287,45,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,lsu,99,vanderbilt,238,23,9,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,villanova,222,lehigh,2329,38,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,coastal carolina,324,monmouth,2405,24,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,samford,2535,jacksonville,294,27,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,middle tennessee,2393,memphis,235,31,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,south dakota state,2571,georgia southern,290,44,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,washington state,265,hawai'i,62,20,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,alabama a&m,2010,hampton,2261,31,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,wofford,2747,charleston southern,2127,42,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,jackson state,2296,tennessee state,2634,7,14,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,minnesota,135,air force,2005,20,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,north texas,249,ohio,195,30,31,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,louisiana,309,kansas state,2306,17,15,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,southern mississippi,2572,ucf,2116,26,19,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,auburn,2,mississippi state,344,49,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,cal poly,13,sacramento state,16,38,19,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,northern illinois,2459,western illinois,2710,41,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,cincinnati,2132,southeast missouri state,2546,70,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,utep,2638,kansas,2305,7,34,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-12,2009,western kentucky,98,south florida,58,13,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,new mexico,167,tulsa,202,10,44,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,new mexico state,166,prairie view,2504,21,18,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,ohio state,194,usc,30,15,18,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,boise state,68,miami (oh),193,48,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,san diego state,21,southern utah,253,35,19,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,uc davis,302,montana,149,10,17,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,arizona,12,northern arizona,2464,34,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,oregon,2483,purdue,2509,38,36,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,san josé state,23,utah,254,14,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-13,2009,unlv,2439,oregon state,204,21,23,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-17,2009,florida a&m,50,howard,47,48,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-17,2009,miami,2390,georgia tech,59,33,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,fresno state,278,boise state,68,34,51,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,minnesota,135,california,25,21,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,penn state,213,temple,218,31,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,toledo,2649,ohio state,194,0,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,kentucky,96,louisville,97,31,27,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,robert morris,2523,dayton,2168,14,21,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,kansas,2305,duke,150,44,16,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,monmouth,2405,duquesne,2184,17,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,purdue,2509,northern illinois,2459,21,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,clemson,228,boston college,103,25,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,wisconsin,275,wofford,2747,44,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,north carolina,153,east carolina,151,31,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,michigan,130,eastern michigan,2199,45,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,army,349,ball state,2050,24,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,delaware,48,delaware state,2169,27,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,alabama,333,north texas,249,53,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,cornell,172,bucknell,2083,33,9,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,jacksonville,294,old dominion,295,27,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,butler,2086,hanover,2262,42,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,texas southern,2640,texas college,2637,75,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,northeastern,111,youngstown state,2754,21,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,holy cross,107,harvard,108,27,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,georgetown,46,yale,43,10,31,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,dartmouth,159,colgate,2142,15,34,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,presbyterian college,2506,chattanooga,236,13,29,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,north carolina central,2428,morehead state,2413,10,13,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,missouri,142,furman,231,52,12,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,morgan state,2415,winston-salem,2736,16,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,samford,2535,miles,2396,31,12,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,princeton,163,the citadel,2643,7,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,montana,149,portland state,2502,49,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,washington,264,usc,30,16,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,maryland,120,middle tennessee,2393,31,32,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,southern mississippi,2572,virginia,258,37,34,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,akron,2006,indiana,84,21,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,notre dame,87,michigan state,127,33,30,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,oklahoma,201,tulsa,202,45,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,virginia tech,259,nebraska,158,16,15,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,colorado,38,wyoming,2751,24,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,oregon,2483,utah,254,31,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,central michigan,2117,alcorn state,2016,48,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,richmond,257,hofstra,2275,47,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,umass,113,rhode island,227,30,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,florida,57,tennessee,2633,23,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,troy,2653,uab,5,27,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,iowa,2294,arizona,12,27,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,san diego,301,marist,2368,17,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,missouri state,2623,murray state,93,35,10,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,albany,399,maine,311,20,16,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,eastern washington,331,northern colorado,2458,16,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,jackson state,2296,grambling,2755,17,27,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,idaho,70,san diego state,21,34,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,baylor,239,connecticut,41,22,30,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,washington state,265,smu,2567,30,27,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,rutgers,164,florida international,2229,23,15,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,colorado state,36,nevada,2440,35,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,south dakota,233,drake,2181,51,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,northern iowa,2460,st francis (pa),2598,30,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,north carolina a&t,2448,hampton,2261,14,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,lafayette,322,liberty,2335,13,19,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,james madison,256,vmi,2678,44,16,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,norfolk state,2450,william & mary,2729,15,27,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,davidson,2166,campbell,2097,24,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,mississippi valley state,2400,arkansas-pine bluff,2029,7,27,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,stony brook,2619,brown,225,21,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,pittsburgh,221,navy,2426,27,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,nc state,152,gardner-webb,2241,45,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,fordham,2230,columbia,171,28,40,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,northern arizona,2464,southern utah,253,42,39,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,wake forest,154,elon,2210,35,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,oregon state,204,cincinnati,2132,18,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,pennsylvania,219,villanova,222,3,14,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,southeast missouri state,2546,eastern illinois,2197,14,23,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,southern,2582,tennessee state,2634,21,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,byu,252,florida state,52,28,54,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,lsu,99,louisiana,309,31,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,oklahoma state,197,rice,242,41,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,northwestern state,2466,north dakota,155,20,27,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,eastern kentucky,2198,tennessee tech,2635,17,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,south florida,58,charleston southern,2127,59,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,louisiana tech,2348,nicholls,2447,48,13,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,western kentucky,98,central arkansas,2110,7,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,tcu,2628,texas state,326,56,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-19,2009,southern illinois,79,southwest baptist,2586,59,7,1,NaN,NaN,NaN,NaN,NaN,NaN
